-42.731415,111.71751,-138.73929,15
-51.860966,101.631386,-213.0853,15
-50.24568,115.93837,-207.93529,16
-50.43457,99.94692,-213.68385,15
-40.800617,106.86012,-153.87581,16
-48.929886,112.68345,-208.63838,16
-49.922443,101.34692,-221.4141,21
-44.984463,104.87666,-190.48161,16
-47.181755,107.86951,-205.94427,16
-46.74944,114.18606,-205.45573,16
-61.183315,91.62886,-302.6464,15
-47.7335,99.723946,-217.0875,17
-47.38169,102.92494,-215.97601,17
-44.13028,110.9848,-197.57082,17
-43.14029,114.13415,-192.2197,18
-43.26615,117.25424,-194.20567,15
-47.251377,94.74964,-222.74496,14
-46.45051,99.60493,-219.27438,20
-45.722942,102.84164,-215.66759,20
-44.424038,106.09479,-208.26405,18
-42.238243,110.908844,-195.54715,17
-41.883793,114.04088,-194.36627,17
-42.84814,118.738655,-202.5326,15
-31.359407,128.99059,-129.94662,15
-29.706324,133.2847,-120.530876,15
-44.724747,94.77749,-216.71217,16
-45.07288,97.90604,-220.25397,19
-44.786907,101.11046,-219.56622,25
-43.281937,104.39967,-210.7284,23
-41.600155,107.65136,-200.68564,22
-40.776962,110.81743,-196.36603,19
-41.58888,118.65239,-204.77124,19
-41.652203,121.81104,-206.38112,17
-32.616356,130.60689,-149.03752,18
-27.55223,133.13419,-115.99675,15
-43.975483,96.17144,-223.12985,18
-43.47658,99.4056,-221.0073,23
-42.26752,102.68708,-214.09044,27
-40.04636,105.9973,-200.32802,24
-39.02442,109.17768,-194.63042,22
-36.812183,112.36215,-180.87157,16
-38.95109,115.42498,-196.52008,19
-40.046673,118.56391,-205.12982,20
-40.32675,121.72834,-208.22383,17
-30.572151,128.9756,-144.9088,17
-30.65396,131.99019,-146.58939,15
-44.200325,171.11821,-252.61346,14
-37.175705,92.084,-186.16054,14
-42.312885,94.501335,-222.2168,17
-41.91557,97.72473,-220.766,19
-41.309338,100.95955,-217.88779,25
-38.765896,104.324356,-201.81876,27
-36.7069,107.575836,-189.01164,27
-35.956512,110.70807,-185.09558,20
-36.914932,113.78376,-192.82953,20
-38.385105,116.899254,-204.0711,23
-38.00754,120.04575,-202.6952,19
-47.55053,140.25491,-275.53738,15
-39.362564,153.7508,-224.5884,16
-44.194244,159.77007,-259.8195,15
-38.23578,171.34152,-223.29628,15
-38.40203,91.58467,-205.27945,15
-41.253403,94.342224,-226.04076,18
-40.005013,97.67146,-218.74768,21
-39.29179,100.91112,-215.10597,23
-35.89749,104.33577,-193.04184,31
-34.517696,107.52592,-184.7749,26
-35.26927,110.58708,-191.15253,21
-36.793587,116.81087,-204.08052,24
-35.946404,119.94975,-199.4498,17
-34.158073,123.032166,-188.30247,17
-28.766977,128.88986,-153.36414,20
-29.238892,131.96101,-157.78795,15
-31.20365,141.39767,-174.90605,15
-34.796825,146.67249,-201.66786,15
-36.07803,151.69902,-212.38048,15
-36.98156,156.72646,-220.47896,15
-32.915085,158.95525,-193.24997,15
-35.353237,175.70682,-216.19766,15
-39.76865,94.23767,-226.99304,17
-37.52112,97.68472,-212.72168,23
-35.093464,101.07307,-197.16861,26
-33.094517,104.3453,-184.54974,32
-30.732718,107.57172,-169.38248,26
-33.51142,110.50816,-189.8824,23
-32.90047,113.62881,-186.85358,22
-34.735134,116.72421,-200.83562,22
-34.074608,119.85695,-197.45796,18
-26.08337,124.22257,-143.52127,15
-27.231724,127.29064,-152.70056,21
-27.900028,130.36943,-158.53807,15
-27.52345,133.37631,-157.06982,15
-32.65046,138.59538,-194.75644,16
-32.673157,141.7484,-196.1134,16
-34.357346,146.77957,-209.74414,16
-34.514206,151.6122,-212.65646,15
-35.34644,155.0088,-219.72517,19
-33.547314,161.01828,-209.43932,15
-32.41747,168.72035,-204.42256,16
-33.050583,172.1378,-210.08987,16
-32.490215,176.78574,-207.89009,15
-33.70952,180.47282,-217.7292,15
-37.236664,87.94719,-218.09465,15
-37.58097,91.05452,-221.77435,16
-38.1069,94.15654,-226.72404,21
-31.155712,98.15045,-179.4791,23
-31.4958,101.18395,-183.0866,30
-29.961569,104.383995,-173.58432,28
-28.828077,107.50917,-166.86427,25
-30.406233,110.48569,-179.13736,29
-30.973673,113.55051,-184.33844,22
-32.25985,116.6399,-194.59602,24
-31.662193,119.7566,-191.62148,18
-25.360174,125.67624,-149.64975,18
-26.208696,128.7514,-156.80965,16
-31.62827,132.27567,-196.2638,16
-25.217152,134.72482,-152.15427,16
-30.794754,140.03996,-193.39938,15
-32.429314,143.4428,-206.19157,19
-32.986645,146.7259,-211.36267,16
-33.37663,151.61241,-215.9621,18
-32.558655,154.65063,-211.36305,17
-32.24397,159.39212,-210.93896,17
-31.459238,163.99916,-207.15088,15
-31.633043,168.87381,-210.19249,17
-31.605495,172.09084,-211.1946,18
-31.410635,175.25558,-210.99702,17
-32.09292,180.37056,-217.6819,15
-35.489773,186.64822,-243.87514,15
-39.944706,82.26778,-246.4438,16
-35.87796,90.98264,-221.1598,16
-29.328892,96.5705,-176.9668,23
-29.335888,99.62747,-178.25645,35
-28.737097,102.74513,-175.26837,29
-28.235266,105.839806,-172.95483,32
-28.572336,108.87843,-176.56657,28
-28.522755,111.94889,-177.44374,26
-30.15321,114.999954,-190.22858,29
-28.793566,118.10514,-181.81664,22
-23.090014,124.05368,-143.7038,18
-23.88524,127.099655,-150.54459,18
-28.153471,130.46222,-182.14655,16
-30.235125,138.50826,-200.05336,18
-30.85012,141.76218,-205.67831,19
-31.216703,145.00522,-209.53224,17
-31.385748,148.23251,-211.97427,19
-31.717545,151.50674,-215.58507,19
-31.214787,154.61328,-213.2053,19
-30.834148,157.73723,-211.69472,19
-30.837923,160.95482,-212.94374,19
-30.567379,164.10202,-212.21518,19
-30.130571,167.19545,-210.28214,20
-29.883593,170.34021,-209.71182,20
-29.881008,173.56604,-210.90277,17
-30.815739,177.13794,-218.87286,15
-39.876186,185.5738,-286.33594,16
-39.177055,188.73648,-282.54416,15
-25.293413,186.20059,-183.02655,15
-29.209461,88.62095,-184.00868,17
-29.000988,93.25627,-184.42654,19
-27.073244,96.57769,-171.98006,26
-27.54723,99.569466,-176.60028,33
-27.202633,102.65973,-175.39246,30
-26.941807,105.737335,-174.77553,29
-27.085598,108.79001,-177.04285,28
-27.223606,111.85475,-179.26944,26
-28.093124,114.920334,-186.7325,28
-27.49662,118.01947,-183.70308,19
-26.752647,121.09897,-179.60538,18
-23.068508,124.031876,-154.38329,21
-24.887138,130.23552,-169.87169,17
-28.194916,135.21082,-195.52963,21
-29.006554,138.4627,-202.62111,22
-29.368265,141.68613,-206.47401,20
-29.698906,144.92531,-210.10634,20
-29.950787,148.16959,-213.17224,21
-30.055738,151.40038,-215.1762,26
-29.731739,154.54524,-214.06932,26
-29.664272,157.74763,-214.81865,24
-29.451576,160.91602,-214.51015,23
-28.828787,163.96623,-211.21379,18
-28.636663,167.1305,-211.04309,22
-28.391863,170.27733,-210.48428,20
-28.810421,176.89482,-215.98615,16
-30.715029,180.87875,-231.13725,17
-5.438076,76.71123,-18.350243,15
-26.054405,90.33925,-173.2459,16
-24.99572,93.53759,-166.91695,21
-25.627245,96.481964,-172.7057,38
-25.54988,99.535484,-173.40747,33
-25.317013,102.60677,-172.98769,27
-25.115576,105.673256,-172.78912,24
-25.541891,108.7046,-177.11298,27
-25.771627,111.76557,-180.02286,28
-26.618622,114.83229,-187.39587,27
-24.937824,121.005974,-177.73491,21
-22.139065,123.971306,-158.68372,29
-23.015818,127.06143,-166.26515,19
-23.907225,130.19339,-173.96532,21
-25.511686,133.4384,-186.86453,23
-26.762459,136.71022,-197.21185,30
-27.618792,139.98279,-204.702,24
-28.108803,143.23753,-209.53107,22
-28.33436,146.47127,-212.43462,25
-28.348808,149.6791,-213.79657,28
-28.209188,152.86101,-214.02979,31
-28.165562,156.06741,-214.96292,26
-27.910448,159.22484,-214.34274,23
-27.269531,162.2723,-210.88446,21
-26.996223,165.41093,-210.11728,22
-26.422167,168.4505,-207.13173,23
-26.687319,171.75764,-210.31795,17
-27.14557,175.15181,-214.93094,19
-27.378077,178.48654,-217.88354,19
-45.46862,190.75429,-353.4796,15
-13.59178,72.46172,-85.939644,14
-22.523075,87.59982,-157.64037,18
-23.322134,90.459206,-164.68181,17
-23.487839,93.4511,-167.14781,27
-23.749336,96.44304,-170.30965,35
-23.254147,99.53673,-167.9821,27
-23.612846,102.53785,-171.84973,22
-23.608072,105.58626,-173.07776,23
-23.892488,108.62507,-176.41022,26
-23.634285,111.700745,-175.79012,26
-24.0541,114.76196,-180.11272,23
-23.259892,117.84228,-175.57109,22
-22.622694,120.901886,-172.16385,22
-21.643335,123.928894,-166.23993,27
-22.533632,127.03959,-174.00319,26
-22.882675,130.14792,-177.80772,28
-23.544317,133.30827,-183.91267,34
-24.603878,136.54953,-192.95284,28
